Course Link,Title,Short Description,Length,Effort,Price,Institution,Subject,Level,Language,Already Enrolled,,,
https://www.edx.org/course/blockchain-and-fintech-basics-applications-and-lim,"Blockchain and FinTech: Basics, Applications, and Limitations","Understand the design rationale of blockchain technology, its emerging platforms and applications and uncover the limitations and the opportunities enabled by blockchain applications, particularly as it relates to finance.",6 Weeks,3-4 hours per week,$199 USD,HKUx,Computer Science,Introductory,English,21082,,,
https://www.edx.org/course/basics-of-power-bi,Basics of Power BI,"This learning resource will give learners the knowledge and the confidence to use the Power BI tool over other methods of recording, visualising and presenting data such as PowerPoint presentations.",2 Weeks,1-5 hours per week,$49 USD,Rolls-Royce,Data Analysis & Statistics,Introductory,English,5205,,,
https://www.edx.org/course/introduccion-a-las-tecnologias-para-la-educacion,Introducción a las tecnologías para la Educación,Aprenderás a sacar partido de las nuevas tecnologías en tu labor docente para crear una experiencia de aprendizaje nueva y enriquecedora.,5 Weeks,3-4 hours per week,$49 USD,UPValenciaX,Computer Science,Introductory,Español,30481,,,
https://www.edx.org/course/herramientas-para-el-analisis-de-big-data,Herramientas para el Análisis de Big Data,"Conoce las herramientas para el procesamiento, modelación, análisis, almacenamiento y acceso de los datos. Aprende en este curso online los beneficios del cómputo en la nube para proyectos de ciencia de datos en las organizaciones y conoce las herramientas más populares.",4 Weeks,3-5 hours per week,$49 USD,TecdeMonterreyX,Data Analysis & Statistics,Intermediate,Español,7316,,,
https://www.edx.org/course/chinax-book-club-five-authors-five-books-five-views-of-china,"ChinaX Book Club: Five Authors, Five Books, Five Views of China","An exploration of the dynamics of contemporary China using the tools of close reading, discussion, and analysis.",5 Weeks,1-2 hours per week,$139 USD,HarvardX,Literature,Introductory,English,5154,,,
https://www.edx.org/course/iot-sensors-and-devices,IoT Sensors and Devices,"Explore various IoT devices and sensor types, how they work, and how we connect them. Map out the process for developing your own IoT ideas.",5 Weeks,4-6 hours per week,$199 USD,CurtinX,Computer Science,Introductory,English,32292,,,
https://www.edx.org/course/una-mirada-a-la-gestion-de-riesgos-ambientales-y-sociales-en-proyectos-bid,Una mirada a la gestión de riesgos ambientales y sociales en proyectos BID,"El Banco Interamericano de Desarrollo promueve el desarrollo sostenible para América Latina y el Caribe; en consecuencia, brinda orientaciones que contribuyen a una adecuada gestión de los riesgos ambientales y sociales que puedan derivarse de la implementación de proyectos en la región.",1 Weeks,2-3 hours per week,$25 USD,IDBx,Environmental Studies,Introductory,Español,5189,,,
https://www.edx.org/course/sustainable-urban-development,Sustainable Urban Development,Learn why cities are key in resolving global urbanization and sustainability challenges and how you can engineer tomorrow’s cities today.,7 Weeks,4-6 hours per week,$50 USD,"DelftX
WageningenX
DelftWageningenX",Social Sciences,Introductory,English,45000,,,
https://www.edx.org/course/biostatistics-2,BioStatistics,"This college-level,credit-eligibleBiostatistics course will teach you the skills required for success in future analytical studies in biology.",8 Weeks,5-10 hours per week,$79 USD,DoaneX,Biology & Life Sciences,Introductory,English,13754,,,
https://www.edx.org/course/analisis-de-datos-llevalo-al-max,Análisis de datos: Llévalo al MAX(),Incrementa tus habilidades de análisis de datos utilizando hojas de cálculo y visualización de datos en Excel. Aumenta tu productividad y produce mejores decisiones de negocio.,8 Weeks,4-6 hours per week,$49 USD,DelftX,Data Analysis & Statistics,Intermediate,Español,15596,,,
https://www.edx.org/course/aws-developer-building-on-aws,AWS Developer: Building on AWS,Missing,6 Weeks,3-4 hours per week,$149 USD,AWS,Computer Science,Advanced,English,52794,,,
https://www.edx.org/course/exploring-graphql-a-query-language-for-apis,Exploring GraphQL: A Query Language for APIs,"Learn about GraphQL, an alternative to REST, and practice GraphQL queries in an interactive playground.",7 Weeks,1-2 hours per week,$149 USD,LinuxFoundationX,Computer Science,Introductory,English,7927,,,
https://www.edx.org/course/introduccion-a-la-robotica-y-sistemas-para-la-indu,Introducción a la robótica e industria 4.0,"Aprende sobre el apasionante mundo de la robótica, su creciente aplicación y su impacto en la automatización para las industrias 4.0.",3 Weeks,4-5 hours per week,$49 USD,AnahuacX,Computer Science,Introductory,Español,6580,,,
https://www.edx.org/course/fundamental-of-financial-mathematics-and-capital-budgeting,Fundamentals of Financial Mathematics and Capital Budgeting,"Get introduced to the determinants of value, foundations of financial markets, and capital budgeting.",4 Weeks,1-2 hours per week,$99 USD,NYIF,Economics & Finance,Introductory,English,5044,,,
https://www.edx.org/course/bases-matematicas-numeros-y-terminologia,Bases Matemáticas: Números y terminología,"Se repasan los conceptos básicos de conjuntos, la terminología básica y las propiedades fundamentales de los números (reales y complejos).",4 Weeks,3-4 hours per week,$50 USD,UPValenciaX,Math,Intermediate,Español,25103,,,
https://www.edx.org/course/designing-the-user-experience,Designing the User Experience,"Translate product ideas into tangible assets by creating wireframes, 3D renderings, prototypes, and minimum viable products (MVPs) to test assumptions and validate customer interests",4 Weeks,2-3 hours per week,$199 USD,"UMD
USMx",Business & Management,Introductory,English,5041,,,
https://www.edx.org/course/introduction-to-differential-equations-2,Introduction to Differential Equations,Scientists and engineers understand the world through differential equations. You can too.,14 Weeks,3-6 hours per week,$100 USD,MITx,Math,Introductory,English,34892,,,
https://www.edx.org/course/writing-for-social-justice,Writing for Social Justice,"Learn to harness the power of writing to bring about about personal, social, and political changes that matter.",4 Weeks,4-5 hours per week,$50 USD,BerkeleyX,Humanities,Introductory,English,8530,,,
https://www.edx.org/course/human-rights-defenders-2,Human Rights Defenders,"Human rights defenders have the courage to stand up against injustice. Learn about their stories, struggles and successes. Explore how defenders mitigate risk, take action to defend human rights, and how you can use your voice to join the fight, too.",4 Weeks,4-5 hours per week,$49 USD,AmnestyInternationalX,Social Sciences,Introductory,English,26693,,,
https://www.edx.org/course/introduccion-a-la-energia-solar-fotovoltaica-el-mo,Introducción a la energía solar fotovoltaica: El módulo fotovoltaico,Missing,4 Weeks,3-4 hours per week,$50 USD,UPValenciaX,Engineering,Intermediate,Español,13821,,,
https://www.edx.org/course/fighting-for-equality-19502018,Fighting for Equality: 1950–2018,Missing,10 Weeks,2-3 hours per week,$50 USD,ColumbiaX,History,Intermediate,English,8648,,,
https://www.edx.org/course/results-based-project-management-monitoring-and-ev,Results-Based Project Management: Monitoring and Evaluation,Learn how to use a results-based approach to design and manage public sector programs that deliver tangible benefits and optimize the use of resources.,8 Weeks,3-4 hours per week,$199 USD,WitsX,Business & Management,Intermediate,English,31497,,,
https://www.edx.org/course/politicas-efectivas-de-desarrollo-infantil,Políticas efectivas de desarrollo infantil,"En este curso encontrarás herramientas que te permitan diseñar, implementar y evaluar políticas y programas de desarrollo infantil de calidad.",10 Weeks,4-5 hours per week,$25 USD,IDBx,Social Sciences,Intermediate,Español,63669,,,
https://www.edx.org/course/desafios-y-oportunidades-en-la-economia-digital-2,Desafíos y oportunidades en la economía digital,Conoce los impactos y las oportunidades que los avances tecnológicos están generando en América Latina y el Caribe.,10 Weeks,2-3 hours per week,$25 USD,IDBx,Economics & Finance,Introductory,Español,46588,,,
https://www.edx.org/course/deep-learning-through-transformative-pedagogy,Deep Learning through Transformative Pedagogy,How can powerful teaching strategies and effective learning activities enhance deep learning?,4 Weeks,2-3 hours per week,$59 USD,"UQx
microsoftedu",Education & Teacher Training,Intermediate,English,34055,,,
https://www.edx.org/course/sustainable-packaging-in-a-circular-economy,Sustainable Packaging in a Circular Economy,Learn how to apply the principles of the circular economy to sustainable packaging systems.,6 Weeks,3-4 hours per week,$50 USD,DelftX,Design,Intermediate,English,12710,,,
https://www.edx.org/course/market-segmentation-analysis,Market Segmentation Analysis,Learn the ten-step process to data-driven market segmentation analysis - developing skills that will enable you to meet customers' needs and gain competitive advantage.,5 Weeks,6-8 hours per week,$99 USD,UQx,Business & Management,Intermediate,English,16842,,,
https://www.edx.org/course/steps-in-japanese-for-beginners1-part3-2,Steps in Japanese for Beginners1 Part3,Learn important words and phrases for building relationships with other people.,5 Weeks,3-5 hours per week,$99 USD,WasedaX,Language,Introductory,English,5751,,,
https://www.edx.org/course/terrorism-and-counterterrorism,Terrorism and Counterterrorism,"What is the danger of terrorism, and how can the world respond effectively?",7 Weeks,8-10 hours per week,$49 USD,GeorgetownX,Humanities,Introductory,English,27903,,,
https://www.edx.org/course/google-ads-publicidad-efectiva,Google Ads: publicidad efectiva,"Haz que tus clientes potenciales te encuentren en la web mientras buscan lo que ofreces en Google. Aprende a crear campañas publicitarias digitales exitosas, desarrollando anuncios en la red de búsqueda y de display de Google, asi como, en Youtube.",5 Weeks,2-4 hours per week,$49 USD,GalileoX,Business & Management,Introductory,Español,10958,,,
https://www.edx.org/course/algorithm-design-and-analysis,Algorithm Design and Analysis,Missing,4 Weeks,6-8 hours per week,$149 USD,PennX,Computer Science,Intermediate,English,38373,,,
https://www.edx.org/course/datos-para-la-efectividad-de-las-politicas-publi-2,Datos para la efectividad de las políticas públicas,"Este curso te ayudará a tomar el control de los datos y familiarizarte con las herramientas para utilizarlos en la planificación, gestión y evaluación de políticas publicas.",10 Weeks,4-5 hours per week,$25 USD,IDBx,Data Analysis & Statistics,Introductory,Español,79095,,,
